"name","website","status","email_found","source_url","all_candidates"
"The Heritage at Twin Creeks","http://www.twincreekssl.com","found","crd@twincreekssl.com","http://www.twincreekssl.com","crd@twincreekssl.com"
"McKinney Healthcare and Rehabilitation Center","https://mckinneyhealthcare.net","found","&#x63;&#111;n&#x74;&#97;&#99;&#x74;&#x2d;&#77;c&#x4b;&#105;n&#x6e;&#x65;&#121;&#64;&#x65;&#110;s&#x69;&#x67;&#110;s&#x65;&#114;v&#x69;&#x63;&#101;s&#x2e;&#110;e&#x74;","https://mckinneyhealthcare.net/contact","&#x63;&#111;n&#x74;&#97;&#99;&#x74;&#x2d;&#77;c&#x4b;&#105;n&#x6e;&#x65;&#121;&#64;&#x65;&#110;s&#x69;&#x67;&#110;s&#x65;&#114;v&#x69;&#x63;&#101;s&#x2e;&#110;e&#x74;"
"Park Manor of McKinney","https://parkmanormckinney.net","no-email-found","","",""
"iNavigate Senior Living Solutions","http://www.inavigatesls.com","found","info@inavigatesls.com","http://www.inavigatesls.com/contact","info@inavigatesls.com"
"Mera Craig Ranch","https://meracraigranch.com","found","meracraigranch@sparrowliving.com","https://meracraigranch.com","meracraigranch@sparrowliving.com"
"Baybrooke Village Care And Rehab Center","http://www.bbvrehab.com","found","referrals@stonegatecic.com","http://www.bbvrehab.com","referrals@stonegatecic.com; administrator@bbvrehab.com; trider@nctcog.org"
"Artistry at Craig Ranch","https://www.artistrycraigranch.com","no-email-found","","",""
"Belterra Health & Rehabilitation Center","https://belterrahc.com","no-email-found","","",""
"Surpass Senior Living","http://www.surpass-living.com","no-email-found","","",""
"McKinney Senior Recreation Center","https://www.mckinneytexas.org","no-email-found","","",""
"Bell Tower Reserve","https://belltowerreserve.com","no-email-found","","",""
"Senior Helpers","https://www.seniorhelpers.com","found","email@email.com","https://www.seniorhelpers.com","email@email.com"
"Grand Reserve","","no-website","","",""
"Tulia Senior Living","https://tuliaseniorliving.com","found","info@tuliaseniorliving.com","https://tuliaseniorliving.com","info@tuliaseniorliving.com"
"North Park Health and Rehabilitation Center","https://northparkhealthcenter.com","no-email-found","","",""
"Country Lane Seniors Community","http://countrylaneseniors.com","no-email-found","","",""
"Bethesda Gardens Assisted Living Arlington","https://www.bethesdagardensarlington.com","no-email-found","","",""
"Woodside Place Assisted Living","http://www.woodsideplaceassistedliving.com","found","info@woodsideplaceassistedliving.com","http://www.woodsideplaceassistedliving.com","info@woodsideplaceassistedliving.com"
"Del Webb at Trinity Falls- 55+ Retirement Community","https://www.delwebb.com","no-email-found","","",""
"The Waterford on Cooper","https://www.sonidaseniorliving.com","no-email-found","","",""
"Pegasus Landing of Arlington","https://www.pegasusseniorliving.com","no-email-found","","",""
"Castle Rock Assisted Living","http://www.castlerocktx.com","found","manuelm.castlerock@gmail.com","http://www.castlerocktx.com","manuelm.castlerock@gmail.com; your@email.com"
"Town Village Crossing","https://www.pegasusseniorliving.com","no-email-found","","",""
"Morada Lake Arlington","https://moradalakearlington.seniorlivingnearme.com","found","info@discoverymgt.com","https://moradalakearlington.seniorlivingnearme.com/contact-us","info@discoverymgt.com"
"Lynridge of Arlington Assisted Living & Memory Care","https://www.lynridgearlington.com","no-email-found","","",""
"Arlington Plaza - Sky Active Living","https://arlingtonplazaseniorliving.com","found","info@discoverymgt.com","https://arlingtonplazaseniorliving.com/contact-us","info@discoverymgt.com"
"Asher Point Independent Living of Arlington","https://www.asherpointarlington.com","no-email-found","","",""
"Carver Heights Estates Senior Living","https://sinceriseniorliving.com","no-email-found","","",""
"Golden Oasis Assisted Living","https://www.goldenoasisseniors.com","found","contact@goldenoasisseniors.com","https://www.goldenoasisseniors.com","contact@goldenoasisseniors.com"
"Resilience Residential Care","","no-website","","",""
"The Happy One Assisted Living","https://thehappyonealf.com","no-email-found","","",""
"ExcelCare Homes","https://echassistedliving.com","no-email-found","","",""
"Legend of Mansfield","https://legendseniorliving.com","no-email-found","","",""
"Watermere Highlands","https://www.integratedseniorlifestyles.com","no-email-found","","",""
"Morada Pantego","https://moradapantego.seniorlivingnearme.com","found","info@discoverymgt.com","https://moradapantego.seniorlivingnearme.com/contact-us","info@discoverymgt.com"
"Colonial Oaks at Arlington","https://colonialoaks.com","no-email-found","","",""
"Panorama Care Home, LLC","https://panoramacarehomes.com","no-email-found","","",""
"Emerson South Collins","http://www.emersonsouthcollins.com","no-email-found","","",""
"Meadow View Assisted Living","https://www.meadowviewarlington.com","found","//{{{poi.email}}}","https://www.meadowviewarlington.com","//{{{poi.email}}}; jnettles@swltc.com"
"Brookdale Mansfield","https://www.brookdale.com","no-email-found","","",""
"Abiding Joy Senior Care Home","http://ajoyliving.com","no-email-found","","",""
"Walnut Creek Assisted Living and Memory Care","https://walnutcreeksl.com","no-email-found","","",""
"Avir at Arlington","http://avirhg.com","no-email-found","","",""
"Arbrook Retirement Living","","no-website","","",""
"Interlochen Health and Rehabilitation Center","http://interlochenhealth.com","found","info_interlochen@csnhc.com","http://interlochenhealth.com","info_interlochen@csnhc.com"
"Brookdale Eden Estates","https://www.brookdale.com","no-email-found","","",""
"Watercrest at Mansfield","https://www.integratedseniorlifestyles.com","no-email-found","","",""
"The Residence at Arbor Grove","https://www.residenceatarborgrove.com","found","residenceatarborgrove@seldin.com","https://www.residenceatarborgrove.com","residenceatarborgrove@seldin.com"
"House of Love Assisted Living LLC","","no-website","","",""
"Arlington Residence and Rehabilitation Center","","no-website","","",""
"The Orchards at Arlington Highlands","https://www.orchardsarlingtonhighlands.com","no-email-found","","",""
"Green Oaks Nursing and Rehabilitation","https://www.greenoaksnursingandrehabilitation.com","found","email@address.com","https://www.greenoaksnursingandrehabilitation.com/contact-us","email@address.com"
"New Era Assisted Living","https://neweraassistedliving.com","found","info@neweraassistedliving.com","https://neweraassistedliving.com/contact","info@neweraassistedliving.com; info@neweeaassistedliving.com"
"Buttermilk Villa","https://www.buttermilkvilla.com","found","info@buttermilkvilla.com","https://www.buttermilkvilla.com/about-us","info@buttermilkvilla.com; edwards.toby12@yahoo.com"
"PureHealth Transitional Care at THR Arlington","https://arlington.yourpurehealth.com","no-email-found","","",""
"Overture Highlands","https://liveoverture.com","no-email-found","","",""
"Annandale Senior Care","","no-website","","",""
"Heartis Mid Cities","https://heartis.com","no-email-found","","",""
"Brookdale Richland Hills","https://www.brookdale.com","no-email-found","","",""
"Town Hall Estates – Arlington, Inc.","https://theestatesarlington.org","no-email-found","","",""
"Lydle Ridge","https://www.lydleridge.com","no-email-found","","",""
"The Elliott","https://elliottsenior.com","no-email-found","","",""
"Home Care Assistance Arlington","https://www.homecareassistancearlingtontx.com","found","test.sabaseo@gmail.com","https://www.homecareassistancearlingtontx.com/contact-us","test.sabaseo@gmail.com"
"Parc Place","https://www.trueconnectioncommunities.com","no-email-found","","",""
"Arbrook Plaza","http://www.arbrookplaza.com","found","email@address.com","http://www.arbrookplaza.com/contact-us","email@address.com"
"Village Green Memory Care Community Highland Village","https://villagegreenalzheimerscare.com","found","info@villagegreenalzheimerscare.com","https://villagegreenalzheimerscare.com","info@villagegreenalzheimerscare.com"
"Oxford Glen Grand Prairie","https://oxfordseniorliving.com","no-email-found","","",""
"First Watch Home Care","http://www.firstwatchcare.com","found","info@firstwatchcare.com","http://www.firstwatchcare.com","info@firstwatchcare.com"
"Villages on MacArthur","https://villagesonmacarthur.com","found","referrals@stonegatecic.com","https://villagesonmacarthur.com","referrals@stonegatecic.com; ssulfstede@theseniorsource.org; ed@villagesonmacarthur.com"
"Chateau on Wildbriar Lake","https://www.chateauonwildbriarlake.com","found","leasing2@chateauonwildbriarlake.com","https://www.chateauonwildbriarlake.com/contact","leasing2@chateauonwildbriarlake.com"
"Bridgewater Memory Care","https://bridgewatermemorycare.com","no-email-found","","",""
"The Eden of Las Colinas","http://edenoflascolinas.com","found","&#99;&#x6f;&#x6e;&#116;&#x61;&#x63;t&#x2d;&#x54;h&#101;&#x45;d&#101;&#x6e;&#64;&#101;&#x6e;s&#105;&#x67;n&#115;&#x65;&#x72;&#118;&#x69;&#x63;&#101;&#x73;&#x2e;n&#x65;&#x74;","http://edenoflascolinas.com/contact","&#99;&#x6f;&#x6e;&#116;&#x61;&#x63;t&#x2d;&#x54;h&#101;&#x45;d&#101;&#x6e;&#64;&#101;&#x6e;s&#105;&#x67;n&#115;&#x65;&#x72;&#118;&#x69;&#x63;&#101;&#x73;&#x2e;n&#x65;&#x74;"
"VIP Living Center Irving","http://viplivingcenter.com","no-email-found","","",""
"Washington Pointe Las Colinas","https://washingtonpointe.com","no-email-found","","",""
"Visiting Angels Senior Home Care Irving","https://www.visitingangels.com","found","customersupport@visitingangels.com","https://www.visitingangels.com/contact","customersupport@visitingangels.com"
"Brookdale Farmers Branch","https://www.brookdale.com","no-email-found","","",""
"Luxe at Las Colinas | 55+ Adult Living","http://www.theluxeatlascolinas.com","no-email-found","","",""
"The Estates at Grand Prairie","https://theestatesatgp.org","no-email-found","","",""
"Avante Rehabilitation Center","http://www.avanterc.com","no-email-found","","",""
"Atria Grapevine","https://www.atriaseniorliving.com","no-email-found","","",""
"The Pearl Senior Living at Lewisville","https://www.thepearlseniorliving.com","no-email-found","","",""
"Amity House Residential Care and Group Homes","","no-website","","",""
"Mountain Creek Retirement Living","http://mountaincreekretirementliving.com","no-email-found","","",""
"Ashford Hall Nursing and Rehabilitation","http://www.ashfordhall.com","found","info@ashfordhall.com","http://www.ashfordhall.com/contact","info@ashfordhall.com"
"Las Brisas Rehabilitation and Wellness Suites","https://www.lasbrisasrehabsuites.com","no-email-found","","",""
"ComForCare Home Care Irving","https://www.comforcare.com","no-email-found","","",""
"Heritage Senior Center","https://irvingtx.gov","no-email-found","","",""
"Lightwell Senior Living","https://lightwellseniorliving.org","no-email-found","","",""
"Orchard Pointe at Creek Valley","https://www.heritage-communities.com","no-email-found","","",""
"Rosewood Assisted Living & Memory Care","https://legendseniorliving.com","no-email-found","","",""
"Canova Palms","https://www.canovapalms.com","no-email-found","","",""
"Meadowood Assisted Living and Memory Care","https://legendseniorliving.com","no-email-found","","",""
"Avir at Irving","https://avirhg.com","no-email-found","","",""
"Lewisville Estates Senior Living - Assisted and Independent Living","https://www.lewisvilleseniorliving.com","no-email-found","","",""
"Oakview Assisted Living & Memory Care","https://www.oakviewassistedliving.com","no-email-found","","",""
"Solstice Senior Living at Grapevine","https://solsticeseniorlivinggrapevine.com","no-email-found","","",""
"The Village at Lakewest","http://villageatlakewest.com","found","referrals@stonegatecic.com","http://villageatlakewest.com","referrals@stonegatecic.com; dir@villageatlakewest.com"
"Optimal Cares @Home - Royal","","no-website","","",""
"Rockbrook Assisted Living and Memory Care","https://rockbrookal.com","no-email-found","","",""
"Heritage at Turner Park Nursing & Rehab","https://heritageturnerpark.com","no-email-found","","",""
"Morada Senior Living","https://www.moradaseniorliving.com","no-email-found","","",""
"Alexis Estates Gracious Retirement Living","https://seniorlivinginstyle.com","no-email-found","","",""
"Vitality Court Texas Star","https://www.vitalityseniorliving.com","no-email-found","","",""
"St. Joseph Village","https://stjosephvillage.org","no-email-found","","",""
"Springwood At Allen","http://www.springwoodatallen.com","no-email-found","","",""
"Discovery Village Twin Creeks","https://discoveryvillagetwincreeks.seniorlivingnearme.com","found","info@discoverymgt.com","https://discoveryvillagetwincreeks.seniorlivingnearme.com/contact-us","info@discoverymgt.com"
"Christian Care Communities and Services","https://christiancareallen.org","no-email-found","","",""
"EvoLve Senior Living","","no-website","","",""
"The Belmont at Twin Creeks","https://cantexcc.com","no-email-found","","",""
"Larkspur at Twin Creeks","https://larkspurattwincreeks.com","found","life@larkspurattwincreeks.com","https://larkspurattwincreeks.com","life@larkspurattwincreeks.com"
"Prestige Elite Living LLC","https://www.prestigeeliteliving.com","found","info@prestigeeliteliving.com","https://www.prestigeeliteliving.com","info@prestigeeliteliving.com"
"Kaze Haven House, LLC","https://www.kazehavenhouse.com","no-email-found","","",""
"A Place At Home - North Texas","https://www.aplaceathomenorthtexas.com","found","northtexas@aplaceathome.com","https://www.aplaceathomenorthtexas.com","northtexas@aplaceathome.com"
"Joyful Assisted Living Home","https://joyfulassistedlivinghome.com","found","impallari@gmail.com","https://joyfulassistedlivinghome.com","impallari@gmail.com; team@latofonts.com; rozina@joyfulassistedliving.com"
"Victoria Gardens of Allen","https://vgallenrehab.com","no-email-found","","",""
"Tyler Street Tower Independent Senior Living","http://www.tylerstreettower.org","no-email-found","","",""
"Parkview in Allen","https://parkviewinallenseniorliving.com","no-email-found","","",""
"Overture Fairview","https://liveoverture.com","no-email-found","","",""
"Cambridge Court Senior Living","https://www.civitasseniorliving.com","found","info@csrliving.com","https://www.civitasseniorliving.com","info@csrliving.com"
"The Retreat Senior Living","https://www.theretreatgp.com","found","theretreatatgrandprairie.934436@leads.eliseai.com","https://www.theretreatgp.com","theretreatatgrandprairie.934436@leads.eliseai.com"
"Ariel Pointe of Sachse Senior Living","https://www.civitasseniorliving.com","found","info@csrliving.com","https://www.civitasseniorliving.com","info@csrliving.com"
"Briarview Senior Living","https://www.briarviewlife.com","no-email-found","","",""
"The El Dorado - Sky Active Living","https://theeldoradoseniorliving.com","found","info@discoverymgt.com","https://theeldoradoseniorliving.com/contact-us","info@discoverymgt.com"
"Skyline Nursing Center","http://skylinenursingcenter.com","found","info@skylinenursingcenter.com","http://skylinenursingcenter.com","info@skylinenursingcenter.com"
"Forest Park Nursing & Rehabilitation","https://forestparknursing.com","found","info@forestparknursing.com","https://forestparknursing.com","info@forestparknursing.com"
"Brentwood Campus of Care","http://brentwoodnursingcenter.com","found","info@brentwoodnursingcenter.com","http://brentwoodnursingcenter.com","info@brentwoodnursingcenter.com"
"Americaring Hands, LLC","https://www.americaringhands.com","no-email-found","","",""
"Brookdale Club Hill","https://www.brookdale.com","no-email-found","","",""
"Treemont Healthcare and Rehab Center","https://treemonthealthcare.com","found","info_treemont@csnhc.com","https://treemonthealthcare.com","info_treemont@csnhc.com"
"Lakewest Rehabilitation & Skilled Care","https://lakewestrehab.com","found","info@msstx.us","https://lakewestrehab.com","info@msstx.us"
"Palladium Garland Senior Living","http://palladiumgarlandseniorliving.com","no-email-found","","",""
"Twin Rivers Richardson Senior Living","http://www.twinriversseniorliving.com","no-email-found","","",""
"Crestview Court","https://cantexcc.com","no-email-found","","",""
"The Traymore at Park Cities","https://www.traymore.com","found","info@traymore.com","https://www.traymore.com","info@traymore.com; jpatel@foursquarehealthcare.com"
"Avir at Dallas","http://avirhg.com","no-email-found","","",""
"Willowbend Nursing & Rehabilitation Center","http://willowbendcare.com","found","c&#111;&#110;&#116;&#97;&#99;&#116;&#45;&#87;&#105;&#108;&#x6c;&#x6f;&#x77;&#x42;&#x65;&#x6e;&#x64;&#x40;&#x65;&#x6e;&#x73;&#x69;&#x67;&#x6e;&#x73;ervices&#46;&#110;&#101;&#116;","http://willowbendcare.com/contact-us/","c&#111;&#110;&#116;&#97;&#99;&#116;&#45;&#87;&#105;&#108;&#x6c;&#x6f;&#x77;&#x42;&#x65;&#x6e;&#x64;&#x40;&#x65;&#x6e;&#x73;&#x69;&#x67;&#x6e;&#x73;ervices&#46;&#110;&#101;&#116;"
"Millbrook Healthcare and Rehabilitation Center","http://www.millbrookhealthcare.net","no-email-found","","",""
"Town East Rehabilitation and Healthcare","https://towneastrehab.com","no-email-found","","",""
"Edgewood Rehabilitation and Care Center","http://www.edgewoodrehab.com","no-email-found","","",""
"Remington Transitional Care of Richardson","https://wellsentialhealth.org","no-email-found","","",""
"Lennwood Nursing & Rehabilitation","https://lennwood.com","no-email-found","","",""
"Lake Village Nursing & Rehabilitation Center","http://www.lakevillagenursing.com","no-email-found","","",""
"Williamsburg Village Healthcare Campus","https://wvsnf.com","found","referrals@stonegatecic.com","https://wvsnf.com","referrals@stonegatecic.com; administrator@wvsnf.com"
"Park Village Healthcare and Rehabilitation","https://parkvillagehealth.com","found","c&#111;&#110;&#116;&#97;&#99;&#116;&#45;&#80;&#97;&#114;&#x6b;&#x56;&#x69;&#x6c;&#x6c;&#x61;&#x67;&#x65;&#x40;&#x65;&#x6e;&#x73;&#x69;&#x67;&#x6e;services&#46;&#110;&#101;&#116;","https://parkvillagehealth.com","c&#111;&#110;&#116;&#97;&#99;&#116;&#45;&#80;&#97;&#114;&#x6b;&#x56;&#x69;&#x6c;&#x6c;&#x61;&#x67;&#x65;&#x40;&#x65;&#x6e;&#x73;&#x69;&#x67;&#x6e;services&#46;&#110;&#101;&#116;"
"Avir at White Rock","http://avirhg.com","no-email-found","","",""
"Palomino Place","https://cantexcc.com","no-email-found","","",""
"Heritage Village","https://www.heritagevillageresidences.com","no-email-found","","",""
"Morada Meadow Lakes","https://moradameadowlakes.seniorlivingnearme.com","found","info@discoverymgt.com","https://moradameadowlakes.seniorlivingnearme.com/contact-us","info@discoverymgt.com"
"Legend Oaks Healthcare and Rehabilitation - Garland","http://legendgarland.com","no-email-found","","",""
"The Wellington at North Richland Hills","https://www.sonidaseniorliving.com","no-email-found","","",""
"Affinity at Keller","https://www.affinityforliving.com","found","info@affinityforliving.com","https://www.affinityforliving.com","info@affinityforliving.com"
"Atria at Hometown","https://www.atriaseniorliving.com","no-email-found","","",""
"Watermere at the Preserve","https://www.integratedseniorlifestyles.com","no-email-found","","",""
"Whitley Place","https://www.sonidaseniorliving.com","no-email-found","","",""
"Life Care Center of Haltom","https://lcca.com","no-email-found","","",""
"The Harrison at Heritage","https://cantexcc.com","no-email-found","","",""
"Arlington Heights Health and Rehabilitation Center","https://arlingtonheightshealth.com","no-email-found","","",""
"Green Valley Healthcare & Rehabilitation Center","https://www.nexion-health.com","no-email-found","","",""
"Legend Oaks Healthcare and Rehabilitation - Fort Worth","https://legendoaksfortworth.com","no-email-found","","",""
"Crowley Nursing and Rehabilitation","https://www.crowleynursingandrehabilitation.com","found","email@address.com","https://www.crowleynursingandrehabilitation.com/contact-us","email@address.com"
"Pioneer Place Senior Housing","https://www.planocommunityhome.org","no-email-found","","",""
"Richland Hills Rehabilitation and Healthcare Center","https://richlandhillsrehab.com","no-email-found","","",""
"The Wellington at Arapaho","https://www.sonidaseniorliving.com","no-email-found","","",""
"Garnet Hill Rehabilitation And Skilled Care","https://garnethillrehab.com","found","referrals@stonegatecic.com","https://garnethillrehab.com","referrals@stonegatecic.com; trider@nctcog.org; administrator@garnethillrehab.com"
"Richardson Nursing and Rehabilitation","","no-website","","",""
"San Remo","https://cantexcc.com","no-email-found","","",""
"Landmark of Plano","https://landmarkplano.com","no-email-found","","",""
"Encompass Health Rehabilitation Hospital of Richardson","https://www.encompasshealth.com","no-email-found","","",""
"The Orchards at Market Plaza","https://orchardsmarketplaza.com","no-email-found","","",""
"The Reserve at Richardson","https://thereserveatrichardson.com","no-email-found","","",""
"Prestonwood Rehabilitation","http://www.prestonwoodrehab.com","no-email-found","","",""
"The Plaza at Richardson","https://www.theplazacare.com","no-email-found","","",""
"Lakeside Manor Senior Apartments","https://www.lakeside-manorapts.com","no-email-found","","",""
"Lindan Park Rehabilitation Center","https://www.lindanparkhealth.com","no-email-found","","",""
"Eckelberry Elder Care","http://www.eckelberryeldercare.com","found","contact@eckelberryeldercare.com","http://www.eckelberryeldercare.com","contact@eckelberryeldercare.com"
"Brookhaven Nursing and Rehabilitation Center","https://www.dhcgrp.com","no-email-found","","",""
"Cedar Ridge Rehabilitation and Healthcare Center","https://www.nexion-health.com","no-email-found","","",""
"The Madison on Marsh","https://cantexcc.com","no-email-found","","",""
"The Claremont","https://www.theclaremontapts.com","no-email-found","","",""
"Matlock Place Health & Rehabilitation","","no-website","","",""
"Glenview Wellness and Rehabilitation","http://glenviewwellnessandrehab.com","found","admissions@glenviewwellnessandrehab.com","http://glenviewwellnessandrehab.com","admissions@glenviewwellnessandrehab.com"
"Hollymead","https://cantexcc.com","no-email-found","","",""
"Seleno at Harris Road 55+ Apartments","https://www.selenoatharrisroad.com","no-email-found","","",""
"Highlands Village Senior Living at Mansfield","http://www.highlandsvillage.com","found","info@highlandsvillage.com","http://www.highlandsvillage.com","info@highlandsvillage.com"
"Hurst Plaza Nursing & Rehab","https://hurstplazahc.com","found","jane.johnson@gmail.com","https://hurstplazahc.com/contact","jane.johnson@gmail.com"
"Mansfield Medical Lodge","https://mansfieldmedicallodge.com","no-email-found","","",""
"Avir at Kennedale","http://avirhg.com","no-email-found","","",""
"Pinewood Hills - Sky Active Living","https://pinewoodhillsseniorliving.com","found","info@discoverymgt.com","https://pinewoodhillsseniorliving.com/contact-us","info@discoverymgt.com"
"Ladera at Prosper","https://laderaliving.com","no-email-found","","",""
"Westpark Rehabilitation and Living","http://westparkrehabandliving.com","no-email-found","","",""
"Heritage Gardens Rehabilitation & Healthcare","http://www.heritagegardensrehab.com","found","c&#111;&#110;&#116;&#97;&#99;&#116;&#45;&#72;&#101;&#114;&#x69;&#x74;&#x61;&#x67;&#x65;&#x47;&#x61;&#x72;&#x64;&#x65;&#x6e;&#x73;&#x40;&#x65;&#x6e;signserv&#105;&#99;&#101;&#115;&#46;&#110;&#101;&#116;","http://www.heritagegardensrehab.com/contact","c&#111;&#110;&#116;&#97;&#99;&#116;&#45;&#72;&#101;&#114;&#x69;&#x74;&#x61;&#x67;&#x65;&#x47;&#x61;&#x72;&#x64;&#x65;&#x6e;&#x73;&#x40;&#x65;&#x6e;signserv&#105;&#99;&#101;&#115;&#46;&#110;&#101;&#116;"
"Sandy Lake Rehabilitation and Care Center","http://www.sandylakerehabandcare.com","no-email-found","","",""
"Avir at Grapevine","http://birchwoodgrapevine.com","no-email-found","","",""
"Grapevine Medical Lodge","https://grapevinemedicallodge.com","no-email-found","","",""
"Bear Creek Nursing and Rehabilitation Center","https://lodgeatbearcreek.com","no-email-found","","",""
"BrightStar Care","https://www.brightstarcare.com","no-email-found","","",""
"Vista Ridge Nursing and Rehabilitation Center","https://vistaridgenursing.com","no-email-found","","",""
"Evergreen at Richardson","http://www.evergreenrichardson.com","no-email-found","","",""
"Heartfelt Senior Placement Agency","https://www.heartfeltseniorplacementagency.com","found","heartfeltseniorcareagency@outlook.com","https://www.heartfeltseniorplacementagency.com","heartfeltseniorcareagency@outlook.com; example@mysite.com"
"Keller Oaks Healthcare Center","https://kelleroakshealth.com","no-email-found","","",""
"Mercer Terrace","https://cimaseniorliving.com","found","info@cimaseniorliving.com","https://cimaseniorliving.com","info@cimaseniorliving.com"
"Friends Place Adult Day Services","http://www.friendsplaceads.com","found","info@friendsplaceads.com","http://www.friendsplaceads.com","info@friendsplaceads.com"
"Manchester Care Homes HQ","https://manchestercarehomes.com","no-email-found","","",""
"Carrollton Health & Rehabilitation Center","http://www.carrolltonhealth.com","no-email-found","","",""
"The Leaves Inc","http://theleaves.org","found","info@theleaves.org","http://theleaves.org","info@theleaves.org"
"ComForCare Home Care (Dallas/Garland TX)","https://www.comforcare.com","no-email-found","","",""
"Amcare Pro Home Health, Palliative & Hospice Care","http://www.amcarepro.com","found","info@amcarepro.com","http://www.amcarepro.com","info@amcarepro.com; you@email.com"
"Mustang Creek Estates of Sachse","http://www.mce.care","found","allen.sales@mce.care","http://www.mce.care/contact","allen.sales@mce.care; burleson.sales@mce.care; flowermound.sales@mce.care; frisco.sales@mce.care; keller.sales@mce.care; sachse.sales@mce.care"
"Oak Place Homes","https://www.oakplacehomes.com","found","kgodbolt@oakplacehomes.com","https://www.oakplacehomes.com","kgodbolt@oakplacehomes.com"
"Colonial Oaks at Campbell Park","https://colonialoaks.com","no-email-found","","",""
"Watermere at Firewheel","https://www.integratedseniorlifestyles.com","no-email-found","","",""
"Abba Care Assisted Living","http://abbacares.com","found","info@abbacares.com","http://abbacares.com","info@abbacares.com"
"Posh Care Assisted Living, Inc.","","no-website","","",""
"HomeTowne at Garland","https://hometownegarland.com","found","manager@hometownegarland.com","https://hometownegarland.com","manager@hometownegarland.com"
"Firewheel Town Village","http://www.firewheeltownvillage.com","no-email-found","","",""
"Dear Friend Residentials, LLC","https://dearfriendresidentials.com","found","admin@dearfriendresidentials.com","https://dearfriendresidentials.com","admin@dearfriendresidentials.com"
"Huntington Place Senior Living Garland","https://huntingtonplacegarland.com","found","huntingtonplaceseniorsgarland@assetliving.com","https://huntingtonplacegarland.com","huntingtonplaceseniorsgarland@assetliving.com"
"Garland Serenity Home","http://www.garlandserenityhome.com","no-email-found","","",""
"Pleasant Valley Healthcare Rehabilitation Center","http://pleasantvalleyhealth.com","no-email-found","","",""
"Skyline Residential Care Homes","","no-website","","",""
"Lavon Senior Villas","http://www.lavonseniorvillas.com","no-email-found","","",""
"Royal Diamond Home","http://royaldiamondhome.com","no-email-found","","",""
"Beltline Healthcare Center","https://beltlinenursing.com","no-email-found","","",""
"Castleglen Place (Senior Living)","","no-website","","",""
"Avir at Garland","http://avirhg.com","no-email-found","","",""
"Senior Care Beltline","https://beltlinenursing.com","no-email-found","","",""
"CarePatrol of Northeast Dallas","https://www.carepatrol.com","no-email-found","","",""
"The Parks at Garland","https://parksatgarlandhc.com","no-email-found","","",""
"BeeHive Homes of Rowlett","https://beehiverowlett.com","no-email-found","","",""
"Cheyenne Medical Lodge","https://cheyenneml.com","found","info@cheyennemedicallodge.com","https://cheyenneml.com","info@cheyennemedicallodge.com"
"Eastpointe Station","https://www.nationalchurchresidences.org","no-email-found","","",""
"Discovery Village Southlake","https://discoveryvillagesouthlake.seniorlivingnearme.com","no-email-found","","",""
"Amada Senior Care","https://www.amadaseniorcare.com","no-email-found","","",""
"Mariella of Grapevine","https://www.volanteseniorliving.com","no-email-found","","",""
"Evergreen at Mesquite","http://evergreenmesquite.com","no-email-found","","",""
"Glade Corners Ltd","","no-website","","",""
"Memory Care of Flower Mound","https://memorycareflowermound.com","found","tours@memorycareflowermound.com","https://memorycareflowermound.com/contact","tours@memorycareflowermound.com"
"Sage Senior Support","https://sageseniorsupport.com","found","logan@sageseniorsupport.com","https://sageseniorsupport.com","logan@sageseniorsupport.com"
"HarborChase of Southlake","https://www.harborchase.com","no-email-found","","",""
"Avanti Senior Living at Flower Mound","https://flowermound.avanti-sl.com","no-email-found","","",""
"Garden Ridge Place Assisted Living","https://gardenridgeplace.com","found","gardenplaceridge@gmail.com","https://gardenridgeplace.com/contact","gardenplaceridge@gmail.com"
"Cross Timbers Rehabilitation & Healthcare Center","https://www.nexion-health.com","no-email-found","","",""
"The Carlyle at Stonebridge Park","https://cantexcc.com","no-email-found","","",""
"Sage Oak of Denton","https://thesageoakdenton.com","found","dentoninfo@thesageoak.com","https://thesageoakdenton.com","dentoninfo@thesageoak.com"
"Fairhaven Denton Assisted Living","https://fairhavendenton.com","no-email-found","","",""
"Bellaire Residential Assisted Living and Memory Care","http://www.bellaireassistedliving.com","found","bellaire.cindym@gmail.com","http://www.bellaireassistedliving.com","bellaire.cindym@gmail.com"
"A Joyful Journey Assisted Living","http://www.a-joyfuljourney.com","found","admin@a-joyfuljourney.com","http://www.a-joyfuljourney.com","admin@a-joyfuljourney.com"
"Serenity Gardens Seniors","http://serenitygardensseniors.com","found","tiffanyricketts@serenitygardensseniors.com","http://serenitygardensseniors.com","tiffanyricketts@serenitygardensseniors.com"
"Village on the Park Denton","https://villageontheparkdenton.com","no-email-found","","",""
"The Oaks at Flower Mound","https://theoaksatflowermound.com","no-email-found","","",""
"Brookdale Denton South","https://www.brookdale.com","no-email-found","","",""
"Carriage House Assisted Living of Denton","http://carriagehouseofdenton.com","found","info@carriagehouseofdenton.com","http://carriagehouseofdenton.com","info@carriagehouseofdenton.com"
"Lake Forest Village","https://lakeforestvillage.com","no-email-found","","",""
"Brookdale Denton North","https://www.brookdale.com","no-email-found","","",""
"Sunstone Village","https://www.sunstonevillagetx.com","no-email-found","","",""
